Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1_1,Features_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,NFC,SAR EU,Music play,SAR,Browser,Keyboard,Dual,Infrared port,Build,Phonebook,Call records,Messaging,Games,Java,Alert types,Clock,Alarm,Languages,Triple,Dual_1
at&t,AT&T Quickfire,https://cdn2.gsmarena.com/vv/bigpic/quickfire.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2008, November. Released 2008, November",Discontinued,109 x 56 x 18 mm (4.29 x 2.20 x 0.71 in),136 g (4.80 oz),Mini-SIM,No,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~39.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,microSD (dedicated slot),29 MB,1.3 MP,Yes,,,Yes,No,No,"1.2, A2DP","Yes, with A-GPS",No,Proprietary,,MP3/eAAC+/WMA player MP4/H.263 player Organizer Voice memo/dial/commands Predictive text input,Up to 3 h,"Gray, Green, Orange",,HSDPA 850 / 1900 / 2100,,HSPA 3.6/0.384 Mbps,,,Removable Li-Ion 1200 mAh battery,,Up to 288 h,,,,,,,,,,,,1.10 W/kg (head)     0.99 W/kg (body),WAP 2.0/xHTML,QWERTY,,,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,,,,,
at&t,AT&T SMT5700,https://cdn2.gsmarena.com/vv/bigpic/att-5700.jpg,GSM,GSM 850 / 1800 / 1900,Class 10,Class 10,"2007, November",Discontinued,112 x 60 x 14 mm (4.41 x 2.36 x 0.55 in),,Mini-SIM,No,"TFT, 65K colors",,"320 x 240 pixels, 4:3 ratio",Microsoft Windows Mobile 5.0 PocketPC,TI OMAP V1030,260 MHz,microSD (dedicated slot),,2 MP,Yes,,,Yes,No,No,"1.2, A2DP",No,No,Proprietary,,Pocket Office  MP3/MP4 player Voice dial Predictive text input,,Gray,,,,,,,Removable Li-Ion battery,,,,,,,,,,,,,,,WAP 2.0/xHTML,QWERTY,,,,,,,,,,,,,,
at&t,AT&T Mustang,https://cdn2.gsmarena.com/vv/bigpic/att-mustang.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2007, October. Released 2007, October",Discontinued,102 x 50 x 19.9 mm (4.02 x 1.97 x 0.78 in),110 g (3.88 oz),Mini-SIM,Dual slide design,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Windows Mobile 6 Standard,,Marvell Bulverde 416 MHz,microSD (dedicated slot),"64 MB RAM, 128 MB ROM",1.3 MP,Yes,,,Yes,Yes,No,"1.2, A2DP",No,No,1.1,,No,Up to 3 h,Black,,HSDPA 850 / 1900,,HSPA 1.8 Mbps,,,Removable Li-Po 1320 mAh battery,,Up to 240 h,,,,,,,,,,,,,"WAP 2.0/xHTML, HTML (PocketIE)",QWERTY,,,,,,,,,,,,,,
at&t,AT&T 8525,https://cdn2.gsmarena.com/vv/bigpic/att-8525.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2006, June",Discontinued,113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in),176 g (6.21 oz),Mini-SIM,Handwriting recognition,"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6 Professional,,400 MHz Samsung,"microSD, up to 8 GB (dedicated slot)","64 MB RAM, 128 MB ROM",2 MP,Yes,,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP",No,No,1.1,,No,Up to 5 h,"Silver, Black",,HSDPA 850 / 1900 / 2100,,HSPA 1.8 Mbps,,LED flash,Removable Li-Po 1350 mAh battery,,Up to 250 h,,,,,,,,,,,,,"WAP 2.0/xHTML, HTML (PocketIE)",QWERTY,,Yes,,,,,,,,,,,,
