Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1_1,Features_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,NFC,SAR EU,Music play,SAR,Browser,Keyboard,Dual,Infrared port,Build,Phonebook,Call records,Messaging,Games,Java,Alert types,Clock,Alarm,Languages,Triple,Dual_1
bird,Bird D611,https://cdn2.gsmarena.com/vv/bigpic/bird-d611.gif,GSM,GSM 900 / 1800,Class 12,No,2007,Discontinued,105.5 x 44 x 12.2 mm (4.15 x 1.73 x 0.48 in),71.4 g (2.50 oz),Mini-SIM,No,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~22.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,microSD (dedicated slot),60 MB,1.3 MP,Yes,,,Yes,No,No,Yes,No,FM radio,Proprietary,,"MP3/ MP4 player Audio Recorder Data/ Fax Modem FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Spanish, Portuguese, Hindi",Up to 4 h,Black,,,,,,,Removable Li-Ion 650 mAh battery,,Up to 140 h,,,,,,,,,,,,,WAP 2.0,,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird D515,https://cdn2.gsmarena.com/vv/bigpic/bird-d515.gif,GSM,GSM 900 / 1800,Class 12,No,2007,Cancelled,106.7 x 46.3 x 10.3 mm (4.20 x 1.82 x 0.41 in),75 g (2.65 oz),Mini-SIM,No,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~20.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,microSD,,VGA,Yes,,,Yes,No,No,Optional,No,FM radio (optional),Proprietary,,"MP3/ MP4 player Audio Recorder Data/ Fax Modem FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Spanish, Portuguese, Hindi",Up to 3 h 20 min,Black,,,,,,,Removable Li-Ion 650 mAh battery,,Up to 120 h,,,,,,,,,,,,,WAP 2.0,,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird D612,https://cdn2.gsmarena.com/vv/bigpic/bird-d612.gif,GSM,GSM 900 / 1800,Class 12,No,2007,Discontinued,105.5 x 44 x 12.2 mm (4.15 x 1.73 x 0.48 in),71.4 g (2.50 oz),Mini-SIM,No,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~22.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,microSD (dedicated slot),,VGA,Yes,,,Yes,No,No,No,No,No,Proprietary,,"Data/ Fax Modem MP3/ MP4 player Audio Recorder FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Spanish, Portuguese, Hindi",Up to 4 h,"Blue, Silver",,,,,,,Removable Li-Ion 650 mAh battery,,Up to 140 h,,,,,,,,,,,,,WAP 2.0,,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird M29,https://cdn2.gsmarena.com/vv/bigpic/bird-M29.gif,GSM,GSM 900 / 1800,Class 10,No,2007,Discontinued,107 x 44 x 15.2 mm (4.21 x 1.73 x 0.60 in),90 g (3.17 oz),Mini-SIM,No,"TFT, 65K colors","1.6 inches, 8.1 cm2 (~17.1% screen-to-body ratio)",128 x 160 pixels (~128 ppi density),,,,microSD (dedicated slot),37 MB,VGA,No,,,Yes,No,No,No,No,No,Proprietary,,"Data/ Fax Modem MP3 player Audio Recorder FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Arabic, Spanish, Portuguese",Up to 3 h,"Black, Silver",,,,,,,Removable Li-Ion 700 mAh battery,,Up to 150 h,,,,,,,,,,,,,WAP 2.0,,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird M01,https://cdn2.gsmarena.com/vv/bigpic/bird-M01.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,89.5 x 44 x 18.2 mm (3.52 x 1.73 x 0.72 in),75 g (2.65 oz),Mini-SIM,No,"OLED, 260K colors","1.5 inches, 7.3 cm2 (~18.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,62 MB,,,,,Yes,No,No,No,No,No,Proprietary,,"MP3 Player Audio Recorder FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Spanish, Portuguese",Up to 4 h,"Black, White",,,,,,,Removable Li-Ion 650 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird M07,https://cdn2.gsmarena.com/vv/bigpic/bird-M07.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,105 x 44 x 15.3 mm (4.13 x 1.73 x 0.60 in),80 g (2.82 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,57 MB,,,,,Yes,No,No,No,No,No,Proprietary,,"MP3 Player FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Arabic, Hindi, Spanish, Portuguese",Up to 3 h,"Black, White Blue, Pink",,,,,,,Removable Li-Ion 700 mAh battery,,Up to 150 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird S1130,https://cdn2.gsmarena.com/vv/bigpic/bird-s1130.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,89.5 x 44 x 18.2 mm (3.52 x 1.73 x 0.72 in),75 g (2.65 oz),Mini-SIM,No,"OLED, 260K colors","1.5 inches, 7.3 cm2 (~18.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,Yes,No,No,No,No,No,No,,"FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Spanish, Portuguese",Up to 4 h,"Black, White",,,,,,,Removable Li-Ion 650 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird V5518+,https://cdn2.gsmarena.com/vv/bigpic/bird-V5518+.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,87.8 x 43.8 x 21.9 mm (3.46 x 1.72 x 0.86 in),80 g (2.82 oz),Mini-SIM,"Second external LCD, monochrome display, 1.1 inches","CSTN, 65K colors","1.8 inches, 10.2 cm2 (~26.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,No,,,,,,Yes,No,No,No,No,No,No,,No,Up to 3 h,Silver,,,,,,,Removable Li-Ion 700 mAh battery,,Up to 120 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird S663,https://cdn2.gsmarena.com/vv/bigpic/bird-s663.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,105.3 x 44 x 15.8 mm (4.15 x 1.73 x 0.62 in),80 g (2.82 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,Yes,No,No,No,No,No,No,,"FR,HR,EFR,AMR voice codecs Languages: Chinese, English, French, Hindi",Up to 3 h,"Black, White",,,,,,,Removable Li-Ion 700 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird S661,https://cdn2.gsmarena.com/vv/bigpic/bird-s661.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,105.3 x 44 x 15.8 mm (4.15 x 1.73 x 0.62 in),80 g (2.82 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,"FR,HR,EFR voice codecs Languages: Chinese, English, French, Arabic",Up to 3 h,"Black, Pink",,,,,,,Removable Li-Ion 700 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,
bird,Bird S669,https://cdn2.gsmarena.com/vv/bigpic/bird-s669.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,104 x 45.5 x 15.7 mm (4.09 x 1.79 x 0.62 in),75 g (2.65 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,"FR,HR,EFR voice codecs Languages: Chinese, English, French, Arabic",Up to 3 h,"Silver, Blue, Red",,,,,,,Removable Li-Ion 500 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,
bird,Bird S668,https://cdn2.gsmarena.com/vv/bigpic/bird-s668.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,104 x 45.5 x 15.7 mm (4.09 x 1.79 x 0.62 in),75 g (2.65 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,"FR,HR,EFR voice codecs Languages: Chinese, English, French, Arabic",Up to 3 h,"Silver Grey, Blue,  White",,,,,,,Removable Li-Ion 500 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,
bird,Bird S667,https://cdn2.gsmarena.com/vv/bigpic/bird-s667.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,104 x 45.5 x 15.7 mm (4.09 x 1.79 x 0.62 in),75 g (2.65 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.3% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,"FR,HR,EFR voice codecs Languages: Chinese, English, French, Arabic",Up to 3 h,"Black, White",,,,,,,Removable Li-Ion 500 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,
bird,Bird S296+,https://cdn2.gsmarena.com/vv/bigpic/bird-s296.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,105 x 45 x 15.7 mm (4.13 x 1.77 x 0.62 in),75 g (2.65 oz),Mini-SIM,No,Monochrome graphic,"1.4 inches, 5.7 cm2 (~12.1% screen-to-body ratio)",101x 64 pixels (~85 ppi density),,,,No,,,,,,Yes,No,No,No,No,No,No,,"FR,HR,EFR,AMR voice codecs Languages: Chinese, English, Hindi",Up to 2 h,"Black, Grey",,,,,,,Removable Li-Ion 500 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,Vibration; Downloadable polyphonic ringtones,,,,,
bird,Bird S296,https://cdn2.gsmarena.com/vv/bigpic/bird-s296.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,105 x 45 x 15.7 mm (4.13 x 1.77 x 0.62 in),75 g (2.65 oz),Mini-SIM,No,Monochrome graphic,"1.4 inches, 5.7 cm2 (~12.1% screen-to-body ratio)",101x 64 pixels (~85 ppi density),,,,No,,,,,,No,No,No,No,No,No,No,,"EFR, FR, HR voice codecs Languages: Chinese, English, French, Arabic, Vietnamese",Up to 2 h,"Black, Grey",,,,,,,Removable Li-Ion 500 mAh battery,,Up to 140 h,,,,,,,,,,,,,No,,,,,Yes,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,,,
bird,Bird D680,https://cdn2.gsmarena.com/vv/bigpic/bird-d680.gif,GSM,GSM 900 / 1800,Class 12,No,"2006, Q1",Cancelled,88 x 42 x 21 mm (3.46 x 1.65 x 0.83 in),75 g (2.65 oz),Mini-SIM,"Second external CSTN display, 65K colors, (96x64 pixels) Wallpapers, screensavers","TFT, 65K colors",,128 x 160 pixels,,,,No,,1.3 MP,Yes,,,Yes,No,No,No,No,No,Proprietary,,2 MB for MMS messages 200 SMS messages,,,,,,,,,Removable Li-Ion battery,,,,,,,,,,,,,,,WAP 1.2.1,,,,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",2 embedded + download,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird D660,https://cdn2.gsmarena.com/vv/bigpic/bird-d660.gif,GSM,GSM 900 / 1800,Class 10,No,"2006, Q1",Cancelled,107 x 45 x 16.5 mm (4.21 x 1.77 x 0.65 in),,Mini-SIM,Wallpapers,"TFT, 65K colors",,128 x 160 pixels,,,,microSD,64 MB,1.3 MP,Yes,,,No,No,No,No,No,No,Proprietary,,No,,Silver,,,,,,,Removable Li-Ion battery,,,,,,,,,,,,,,,WAP 2.0,,,Yes,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,Vibration; Downloadable polyphonic ringtones,,,,,
bird,Bird M11,https://cdn2.gsmarena.com/vv/bigpic/bird-m11.gif,GSM,GSM 900 / 1800 / 1900,Yes,No,"2006, Q1",Cancelled,108 x 44 x 15.2 mm (4.25 x 1.73 x 0.60 in),88 g (3.10 oz),Mini-SIM,Wallpapers,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,No,32 MB,,,,,No,No,No,No,No,No,Proprietary,,No,,,,,,,,,Removable Li-Ion battery,,,,,,,,,,,,,,,WAP 2.0,,,,,100 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,Vibration; Polyphonic(16) ringtones,,,,,
bird,Bird M08,https://cdn2.gsmarena.com/vv/bigpic/bird-m08.gif,GSM,GSM 900 / 1800,Class 10,No,"2005, Q3",Cancelled,87.8 x 43.3 x 21.3 mm (3.46 x 1.70 x 0.84 in),78 g (2.75 oz),Mini-SIM,"Second external CSTN display, 65K colors, (96x64 pixels) 7 colors flashing LED Wallpapers, screensavers","TFT, 256K colors",,128 x 160 pixels,,,,microSD,32 MB,VGA,Yes,,,Yes,No,No,No,No,No,Proprietary,,No,Up to 2 h 50 min,,,,,,,,Removable Li-Ion battery,,Up to 200 h,,,,,,,,,,,,,WAP 1.2.1,,,,,"300 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,
bird,Bird S890,https://cdn2.gsmarena.com/vv/bigpic/bird-s890.gif,GSM,GSM 900 / 1800,Class 10,No,"2005, Q3",Cancelled,,,Mini-SIM,"Wallpapers, screensavers","TFT, 256K colors",,128 x 160 pixels,,,,No,,1.3 MP,No,,,Yes,No,No,No,No,No,Proprietary,,No,Up to 3 h,,,,,,,,Removable Li-Ion battery,,Up to 72 h,,,,,,,,,,,,,WAP 2.0/xHTML,,,Yes,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",2,Yes,Vibration; Downloadable polyphonic ringtones,,,,,
bird,Bird S798,https://cdn2.gsmarena.com/vv/bigpic/bird-s798.gif,GSM,GSM 900 / 1800,,No,"2005, Q3",Cancelled,83.5 x 45.5 x 21.5 mm (3.29 x 1.79 x 0.85 in),85 g (3.00 oz),Mini-SIM,GSM 850 / 1900 - US version,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,No,,,,,,Yes,No,No,No,No,FM radio,,,"Wallpapers, screensavers",Up to 3 h,,,,,,,,Removable Li-Ion battery,,Up to 100 h,,,,,,,,,,,,,WAP 2.0/xHTML,,,,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,Vibration; Polyphonic(16) ringtones,,,,,
bird,Bird S698,https://cdn2.gsmarena.com/vv/bigpic/bird-s698.gif,GSM,GSM 900 / 1800,,No,"2005, Q3",Cancelled,104.3 x 15.7 x 44 mm (4.11 x 0.62 x 1.73 in),73 g (2.57 oz),Mini-SIM,"Wallpapers, screensavers","CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,No,,,,,,No,No,No,No,No,No,,,No,Up to 3 h,,,,,,,,Removable Li-Ion battery,,Up to 75 h,,,,,,,,,,,,,,,,,,100 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,Vibration; Polyphonic(16) ringtones,,,,,
bird,Bird S198,https://cdn2.gsmarena.com/vv/bigpic/bird-s198.gif,GSM,GSM 900 / 1800,,No,"2005, Q3",Cancelled,104.3 x 42.6 x 15 mm (4.11 x 1.68 x 0.59 in),73 g (2.57 oz),Mini-SIM,GSM 850 / 1900 - US version,"CSTN, Mono",,"112 x 64 pixels, 16:9 ratio",,,,No,,,,,,No,No,No,No,No,No,,,No,Up to 3 h,"4 - Black, White, Green, Red",,,,,,,Removable Li-Ion battery,,Up to 72 h,,,,,,,,,,,,,,,,,,250 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,Vibration; Monophonic ringtones,,,,,
bird,Bird S299,https://cdn2.gsmarena.com/vv/bigpic/bird-s299.gif,GSM,GSM 900 / 1800,Yes,No,"2005, Q2",Discontinued,104 x 44 x 14 mm (4.09 x 1.73 x 0.55 in),70 g (2.47 oz),Mini-SIM,GSM 850 / 1900 - US version,"CSTN, Mono",,112 x 80 pixels,,,,No,,,,,,No,No,No,No,No,FM radio,,,No,Up to 3 h,Black,,,,,,,Removable Li-Ion battery,,Up to 200 h,,,,,,,,,,,,,WAP,,,,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,Vibration; Polyphonic(16) ringtones,,,,,
bird,Bird MP300,https://cdn2.gsmarena.com/vv/bigpic/bird-w1.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2005, Q3",Cancelled,108 x 44 x 19.5 mm (4.25 x 1.73 x 0.77 in),100 g (3.53 oz),Mini-SIM,"Wallpaper, animated screensaver","TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",,,,No,128 MB,VGA,No,,,Yes,No,No,No,No,No,Proprietary,,No,Up to 3 h,"Silver, Black",,,,,,,Removable Li-Ion battery,,Up to 72 h,,,,,,,,,,,,,WAP 2.0/xHTML,,,,,"300 x 5 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",2 embedded + download,Yes,Vibration; Downloadable polyphonic ringtones,,,,,
