Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1_1,Features_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,NFC,SAR EU,Music play,SAR,Browser,Keyboard,Dual,Infrared port,Build,Phonebook,Call records,Messaging,Games,Java,Alert types,Clock,Alarm,Languages
amoi,Amoi E860,https://cdn2.gsmarena.com/vv/bigpic/amoi-e860.gif,GSM,GSM 900 / 1800,Yes,,2007,Discontinued,112 x 60.5 x 15.8 mm (4.41 x 2.38 x 0.62 in),,Mini-SIM,No,"TFT resistive touchscreen, 256K colors (65K effective)","2.8 inches, 24.3 cm2 (~35.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 5.0 Phone Edition,,,microSD (dedicated slot),50 MB,2 MP,Yes,,,No,No,No,"1.2, A2DP","Yes, SiRF Star III chipset",No,No,,File transfer  Organizer Task synchronizing,,Black,,,,,,,Removable Li-Ion 1150 mAh battery,,,,,,,,,,,,,,,"WAP 2.0/xHTML, HTML(IE)",,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,
amoi,Amoi E78,https://cdn2.gsmarena.com/vv/bigpic/amoi-e78.gif,GSM,GSM 850 / 900 / 1800 / 1900,Yes,Yes,2007,Discontinued,115 x 61 x 12.7 mm (4.53 x 2.40 x 0.5 in),,Mini-SIM,No,"TFT resistive touchscreen, 65K colors","2.46 inches, 18.7 cm2 (~26.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~163 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,,,microSD (dedicated slot),64 MB,2 MP,Yes,,,No,No,No,"1.2, A2DP",No,No,No,,File transfer  Organizer Task synchronizing  Pocket Office,,Black,,,,,,,Removable Li-Ion 1100 mAh battery,,,,,,,,,,,,,,,WAP 2.0 / HTML (PocketIE),,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,
amoi,Amoi E76,https://cdn2.gsmarena.com/vv/bigpic/amoi-e76.gif,GSM,GSM 900 / 1800,Yes,,2007,Discontinued,100 x 51 x 16.8 mm (3.94 x 2.01 x 0.66 in),,Mini-SIM,No,"TFT, 65K colors","2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Phone Edition,,,microSD (dedicated slot),64 MB,2 MP,Yes,,,No,No,No,"1.2, A2DP",No,No,No,,File transfer  Contact Organizer Task synchronizing,,Black,,,,,,,Removable Li-Ion 1100 mAh battery,,,,,,,,,,,,,,,MS IE,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,
amoi,Amoi E72,https://cdn2.gsmarena.com/vv/bigpic/amoi-e72.gif,GSM,GSM 900 / 1900,Yes,,2007,Discontinued,100 x 44.8 x 14.8 mm (3.94 x 1.76 x 0.58 in),,Mini-SIM,No,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~28.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),Microsoft Windows Mobile 5.0 Phone Edition,,,microSD (dedicated slot),64 MB,1.3 MP,Yes,,,No,No,No,"1.2, A2DP",No,No,No,,File transfer  Organizer,,Black,,,,HSPA,,,Removable Li-Ion 1100 mAh battery,,,,,,,,,,,,,,,WAP 2.0 / HTML (PocketIE),,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,
amoi,Amoi WMA8701A,https://cdn2.gsmarena.com/vv/bigpic/amoi-8701a.gif,GSM / UMTS,GSM 900 / 1800,No,No,2007,Discontinued,109.4 x 48 x 13.8 mm (4.31 x 1.89 x 0.54 in),,Mini-SIM,Audio/ player P2P Video Support PC Sync Organizer,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,microSD (dedicated slot),200 MB,2 MP,Yes,VGA videocall camera,,No,No,No,"1.2, A2DP",No,No,No,,Removable Li-Ion 820 mAh battery,,Black,,UMTS 2100,,HSPA,,,,,,,,,,,,,,,,,,WAP 2.0,,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, AMR, MP3, AAC, AAC+, WAV, MIDI ringtones",,,
amoi,Amoi WMA8703,https://cdn2.gsmarena.com/vv/bigpic/amoi-8703.gif,GSM / UMTS,GSM 900 / 1800,No,No,2007,Discontinued,109.4 x 48 x 13.8 mm (4.31 x 1.89 x 0.54 in),,Mini-SIM,Audio/ player P2P Video Support PC Sync Organizer,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,microSD (dedicated slot),200 MB,3.15 MP,Yes,VGA videocall camera,,No,No,No,"1.2, A2DP",No,No,No,,Removable Li-Ion 920 mAh battery,,Black,,UMTS 2100,,HSPA,,,,,,,,,,,,,,,,,,WAP 2.0,,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, AMR, MP3, AAC, AAC+, WAV, MIDI ringtones",,,
amoi,Amoi WMA8508,https://cdn2.gsmarena.com/vv/bigpic/amoi-8508.gif,GSM / UMTS,GSM 900 / 1800,No,No,"2007, August",Cancelled,95 x 48 x 15.9 mm (3.74 x 1.89 x 0.63 in),,Mini-SIM,"- Second external OLED display,  128 x 36 pixels","TFT, 256K colors","2.0 inches, 12.6 cm2 (~27.6% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD,16 MB,1.3 MP,No,,,No,No,No,"1.2, A2DP",No,No,No,,No,,Black,,UMTS 2100,,"Yes, 384 kbps",,rotating lens,Removable Li-Ion 780 mAh battery,,,,,,,,,,,,,,,WAP 2.0,,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, AMR, MP3, AAC, AAC+, midi, wav ringtones",,,
amoi,Amoi CMA8170,https://cdn2.gsmarena.com/vv/bigpic/amoi-8170.gif,GSM,GSM 900 / 1800 / CDMA2000 1x EV-DO,No,No,2007,Discontinued,92.5 x 49.5 x 18.7 mm (3.64 x 1.95 x 0.74 in),,Mini-SIM,"- Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~27.5% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD (dedicated slot),90 MB,1.3 MP,No,,,No,No,No,1.1,No,No,No,,No,,Black,,,,,,,Removable Li-Ion 860 mAh battery,,,,,,,,,,,,,,,WAP 2.0,,,,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes (optional),"Vibration; Downloadable polyphonic, MIDI, MP3 ringtones",,,
amoi,Amoi M33,https://cdn2.gsmarena.com/vv/bigpic/amoi-m33.gif,GSM,GSM 900 / 1800,No,No,"2007, Q3",Cancelled,106 x 45 x 10.5 mm (4.17 x 1.77 x 0.41 in),,Mini-SIM,No,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~21.4% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,microSD,30 MB,VGA,No,,,No,No,No,No,No,FM radio,No,,"MP3, MP4 Player PC Sync Organizer",,Silver,,,,,,,Removable Li-Ion 700 mAh battery,,,,,,,,,,,,,,,No,,,,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi A203,https://cdn2.gsmarena.com/vv/bigpic/amoi-a203.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,101 x 46 x 13.4 mm (3.98 x 1.81 x 0.53 in),,Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.6% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,5 MB,VGA,No,,,No,No,No,No,No,FM radio,No,,PC Sync Organizer,,Black,,,,,,,Removable Li-Ion 750 mAh battery,,,,,,,,,,,,,,,No,,,,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,
amoi,Amoi A200,https://cdn2.gsmarena.com/vv/bigpic/amoi-a200.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,82 x 41 x 15 mm (3.23 x 1.61 x 0.59 in),,Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~21.6% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,3 MB,VGA,No,,,No,No,No,No,No,No,No,,PC Sync Organizer,,"Black & Silver, Pink & White",,,,,,,Removable Li-Ion 750 mAh battery,,,,,,,,,,,,,,,No,,,,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,
amoi,Amoi A102,https://cdn2.gsmarena.com/vv/bigpic/amoi-a102.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,85.5 x 45 x 18 mm (3.37 x 1.77 x 0.71 in),,Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~18.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 750 mAh battery,,Black,,,,,,,,,,,,,,,,,,,,,,No,,,,,300 entries,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,
amoi,Amoi A100,https://cdn2.gsmarena.com/vv/bigpic/amoi-a100.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,85.5 x 45 x 18 mm (3.37 x 1.77 x 0.71 in),75 g (2.65 oz),Mini-SIM,No,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~18.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 750 mAh battery,Up to 7 h,Black,,,,,,,,,Up to 350 h,,,,,,,,,,,,,No,,,,,300 entries,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI ringtones",,,
amoi,Amoi A10,https://cdn2.gsmarena.com/vv/bigpic/amoi-a10.gif,GSM,GSM 900 / 1800,No,No,2007,Discontinued,102.4 x 44 x 15 mm (4.03 x 1.73 x 0.59 in),,Mini-SIM,5-way wavigation key,"CSTN, mono","1.5 inches, 7.3 cm2 (~16.1% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,No,,,,,,No,No,No,No,No,No,No,,No,Up to 9 h,Black,,,,,,,Removable Li-Ion 1100 mAh battery,,Up to 500 h,,,,,,,,,,,,,No,,,,,Yes,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,"Vibration; Downloadable polyphonic, MIDI, AMR ringtones",,,
amoi,Amoi E850,https://cdn2.gsmarena.com/vv/bigpic/amoi-e850.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,"2006, Q2",Discontinued,102 x 54 x 20 mm (4.02 x 2.13 x 0.79 in),108 g (3.81 oz),Mini-SIM,Handwriting recognition,"TFT resistive touchscreen, 256K colors (65K effective)","2.4 inches, 16.8 cm2 (~30.6% screen-to-body ratio)",204 x 320 pixels (~158 ppi density),Microsoft Windows Mobile 5.0 for PocketPC Phone Edition,,Intel XScale PXA 272 312 MHz,microSD (dedicated slot),"64 MB RAM, 128 MB ROM",2 MP,Yes,,,No,No,No,1.2,No,No,1.1,,No,Up to 4 h,Black,,,,,,LED flash,Removable Li-Ion 1100 mAh battery,,Up to 150 h,,,,,,,,,,,,,WAP 2.0,,,Yes,,,,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi V810,https://cdn2.gsmarena.com/vv/bigpic/amoi-v810.gif,GSM / UMTS,GSM 900 / 1800,Class 10,No,"2006, Q2",Discontinued,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128g (4.52 oz),Mini-SIM,"Second external OLED display,  96 x 64 pixels, 1.0 inches","TFT, 256Kcolors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD (dedicated slot),35 MB,1.3 MP,CIF,,,No,No,No,Yes,"Yes, with A-GPS",No,Proprietary,,No,Up to 3 h,Silver,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 120 h,,,,,,,,,,,,,WAP 2.0,,,,,Yes,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,No,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H815,https://cdn2.gsmarena.com/vv/bigpic/amoi-h815.gif,GSM / UMTS,GSM 900 / 1800,Class 10,No,"2006, Q2",Discontinued,90 x 45 x 25 mm (3.54 x 1.77 x 0.98 in),106 g (3.74 oz),Mini-SIM,"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,No,36 MB,1.3 MP,Yes,,,No,No,No,No,No,No,Proprietary,,No,Up to 8 h,Silver,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H812,https://cdn2.gsmarena.com/vv/bigpic/amoi-h812.gif,GSM / UMTS,GSM 900 / 1800,Class 10,No,"2006, Q2",Discontinued,90 x 45 x 25 mm (3.54 x 1.77 x 0.98 in),106 g (3.74 oz),Mini-SIM,"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,No,36 MB,1.3 MP,Yes,,,No,No,No,No,No,No,Proprietary,,No,Up to 8 h,Silver black,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H810,https://cdn2.gsmarena.com/vv/bigpic/amoi-h810.gif,GSM / UMTS,GSM 900 / 1800,Class 10,No,"2006, Q2",Discontinued,90 x 45 x 25 mm (3.54 x 1.77 x 0.98 in),106g (3.74 oz),Mini-SIM,"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~31.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,No,36 MB,1.3 MP,QCIF,,,No,No,No,No,No,No,Proprietary,,No,Up to 8 h,Silver black,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H802,https://cdn2.gsmarena.com/vv/bigpic/amoi-h802.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Class 10,No,"2006, Q2",Discontinued,93.5 x 50 x 26.3 mm (3.68 x 1.97 x 1.04 in),130g (4.59 oz),Mini-SIM,"Second external CSTN display, 65K colors, 96 x 96 pixels, 1.1 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.9% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD (dedicated slot),7 MB,1.3 MP,QCIF,,,No,No,No,Optional,No,No,Proprietary,,No,Up to 10 h,Silver black,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H801,https://cdn2.gsmarena.com/vv/bigpic/amoi-h801.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Class 10,No,"2006, Q2",Discontinued,93 x 50 x 26 mm (3.66 x 1.97 x 1.02 in),129g (4.55 oz),Mini-SIM,"Second external OLED display, 96 x 64 pixels, 1.0 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~27.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD (dedicated slot),7 MB,1.3 MP,QCIF,,,No,No,No,Optional,No,No,Proprietary,,No,Up to 10 h,Silver,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0","Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H8,https://cdn2.gsmarena.com/vv/bigpic/amoi-h8.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Class 10,No,"2006, Q2",Discontinued,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128 g (4.52 oz),Mini-SIM,"Second external OLED display, 96 x 64 pixels, 1.0 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD (dedicated slot),7 MB,1.3 MP,QCIF,,,No,No,No,Optional,No,No,Proprietary,,No,Up to 10 h,Black-silver,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
amoi,Amoi H80,https://cdn2.gsmarena.com/vv/bigpic/amoi-h80.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Class 10,No,"2006, Q2",Discontinued,94 x 50 x 28 mm (3.70 x 1.97 x 1.10 in),128g (4.52 oz),Mini-SIM,"Second external OLED display, 96 x 64 pixels, 1.0 inches","TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,microSD (dedicated slot),7 MB,1.3 MP,QCIF,,,No,No,No,Optional,No,No,Proprietary,,No,Up to 10 h,Black,,UMTS 2100,,"Yes, 384 kbps",,180 deg rotating lens,Removable Li-Ion 720 mAh battery,,Up to 200 h,,,,,,,,,,,,,WAP 2.0,,,,,"Yes, Photo/Video call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
